date,open,high,low,close
2023-08-20 15:00:00-07:00,4382.5,4384.75,4382.0,4384.25
2023-08-20 15:01:00-07:00,4384.25,4384.5,4383.75,4384.25
2023-08-20 15:02:00-07:00,4384.25,4385.0,4383.75,4384.75
2023-08-20 15:03:00-07:00,4384.75,4385.5,4384.75,4385.5
2023-08-20 15:04:00-07:00,4385.5,4385.5,4384.25,4384.75
2023-08-20 15:05:00-07:00,4384.75,4384.75,4384.0,4384.25
2023-08-20 15:06:00-07:00,4384.25,4385.5,4384.0,4385.5
2023-08-20 15:07:00-07:00,4385.5,4386.75,4385.25,4386.5
2023-08-20 15:08:00-07:00,4386.5,4387.0,4386.25,4386.5
2023-08-20 15:09:00-07:00,4386.5,4386.5,4385.75,4386.0
2023-08-20 15:10:00-07:00,4386.0,4387.0,4386.0,4387.0
2023-08-20 15:11:00-07:00,4387.0,4387.25,4386.75,4386.75
2023-08-20 15:12:00-07:00,4386.75,4387.0,4386.25,4386.5
2023-08-20 15:13:00-07:00,4386.5,4387.25,4386.5,4386.75
2023-08-20 15:14:00-07:00,4386.75,4387.25,4386.75,4387.0
2023-08-20 15:15:00-07:00,4387.0,4387.25,4386.5,4386.5
2023-08-20 15:16:00-07:00,4386.5,4387.25,4386.5,4387.0
2023-08-20 15:17:00-07:00,4387.0,4387.5,4387.0,4387.5
2023-08-20 15:18:00-07:00,4387.5,4387.75,4387.25,4387.25
2023-08-20 15:19:00-07:00,4387.25,4387.25,4387.0,4387.25
2023-08-20 15:20:00-07:00,4387.25,4387.5,4386.75,4386.75
2023-08-20 15:21:00-07:00,4386.75,4387.0,4386.75,4387.0
2023-08-20 15:22:00-07:00,4387.0,4387.25,4386.75,4387.0
2023-08-20 15:23:00-07:00,4387.0,4387.0,4386.75,4386.75
2023-08-20 15:24:00-07:00,4386.75,4386.75,4385.5,4386.0
2023-08-20 15:25:00-07:00,4386.0,4386.0,4385.5,4385.75
2023-08-20 15:26:00-07:00,4385.75,4386.0,4385.75,4385.75
2023-08-20 15:27:00-07:00,4385.75,4386.25,4385.75,4386.0
2023-08-20 15:28:00-07:00,4386.0,4386.75,4386.0,4386.25
2023-08-20 15:29:00-07:00,4386.25,4386.25,4386.0,4386.0
2023-08-20 15:30:00-07:00,4386.0,4386.0,4385.75,4386.0
2023-08-20 15:31:00-07:00,4386.0,4386.75,4386.0,4386.5
2023-08-20 15:32:00-07:00,4386.5,4386.75,4386.0,4386.0
2023-08-20 15:33:00-07:00,4386.0,4386.25,4386.0,4386.0
2023-08-20 15:34:00-07:00,4386.0,4386.0,4385.75,4386.0
2023-08-20 15:35:00-07:00,4386.0,4386.25,4386.0,4386.25
2023-08-20 15:36:00-07:00,4386.25,4386.25,4386.0,4386.25
2023-08-20 15:37:00-07:00,4386.25,4386.5,4386.0,4386.25
2023-08-20 15:38:00-07:00,4386.25,4386.5,4386.0,4386.25
2023-08-20 15:39:00-07:00,4386.25,4386.5,4386.0,4386.25
2023-08-20 15:40:00-07:00,4386.25,4386.25,4385.75,4386.0
2023-08-20 15:41:00-07:00,4386.0,4386.0,4384.0,4384.0
2023-08-20 15:42:00-07:00,4384.0,4384.25,4383.75,4384.0
2023-08-20 15:43:00-07:00,4384.0,4384.0,4383.5,4384.0
2023-08-20 15:44:00-07:00,4384.0,4384.25,4383.75,4384.25
2023-08-20 15:45:00-07:00,4384.25,4384.5,4384.0,4384.5
2023-08-20 15:46:00-07:00,4384.5,4385.0,4384.5,4384.75
